human_code,cefr,country,sex,genre,language_env
WE_ENS_055,XX_0,ENS_USA,M,Sciences & Technology,NS
WE_ENS_056,XX_0,ENS_USA,F,Life Sciences,NS
WE_ENS_057,XX_0,ENS_USA,F,Humanities,NS
WE_ENS_058,XX_0,ENS_USA,M,Humanities,NS
WE_ENS_059,XX_0,ENS_USA,M,Humanities,NS
WE_ENS_060,XX_0,ENS_USA,M,Humanities,NS
WE_ENS_061,XX_0,ENS_USA,M,Sciences & Technology,NS
WE_ENS_062,XX_0,ENS_USA,F,Sciences & Technology,NS
WE_ENS_063,XX_0,ENS_USA,M,Social Sciences,NS
WE_ENS_064,XX_0,ENS_USA,M,Social Sciences,NS
WE_ENS_065,XX_0,ENS_USA,F,Social Sciences,NS
WE_ENS_066,XX_0,ENS_USA,M,Sciences & Technology,NS
WE_ENS_067,XX_0,ENS_USA,M,Sciences & Technology,NS
WE_ENS_068,XX_0,ENS_USA,M,Sciences & Technology,NS
WE_ENS_069,XX_0,ENS_USA,F,Life Sciences,NS
WE_ENS_070,XX_0,ENS_USA,M,Life Sciences,NS
WE_ENS_071,XX_0,ENS_USA,M,Life Sciences,NS
WE_ENS_072,XX_0,ENS_USA,F,Sciences & Technology,NS
WE_ENS_073,XX_0,ENS_USA,M,Social Sciences,NS
WE_ENS_074,XX_0,ENS_USA,M,Social Sciences,NS
WE_ENS_075,XX_0,ENS_USA,M,Sciences & Technology,NS
WE_ENS_076,XX_0,ENS_USA,F,Sciences & Technology,NS
WE_ENS_077,XX_0,ENS_USA,M,Humanities,NS
WE_ENS_078,XX_0,ENS_USA,F,Sciences & Technology,NS
WE_HKG_001,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_002,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_003,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_004,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_005,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_006,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_007,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_008,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_009,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_010,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_011,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_012,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_013,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_014,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_015,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_016,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_017,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_018,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_019,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_020,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_021,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_022,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_023,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_024,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_025,B1_1,HKG,F,Sciences & Technology,ESL
WE_HKG_026,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_027,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_028,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_029,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_030,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_031,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_032,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_033,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_034,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_035,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_036,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_037,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_038,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_039,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_040,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_041,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_042,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_043,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_044,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_045,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_046,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_047,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_048,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_049,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_050,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_051,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_052,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_053,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_054,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_055,B2_0,HKG,F,Sciences & Technology,ESL
WE_HKG_056,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_057,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_058,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_059,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_060,B1_1,HKG,F,Sciences & Technology,ESL
WE_HKG_061,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_062,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_063,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_064,B1_1,HKG,F,Sciences & Technology,ESL
WE_HKG_065,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_066,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_067,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_068,B2_0,HKG,F,Sciences & Technology,ESL
WE_HKG_069,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_070,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_071,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_072,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_073,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_074,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_075,B2_0,HKG,F,Sciences & Technology,ESL
WE_HKG_076,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_077,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_078,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_079,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_080,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_081,B1_1,HKG,F,Sciences & Technology,ESL
WE_HKG_082,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_083,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_084,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_085,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_086,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_087,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_088,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_089,B1_1,HKG,F,Sciences & Technology,ESL
WE_HKG_090,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_091,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_092,B2_0,HKG,M,Sciences & Technology,ESL
WE_HKG_093,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_094,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_095,A2_0,HKG,F,Sciences & Technology,ESL
WE_HKG_096,B1_1,HKG,M,Sciences & Technology,ESL
WE_HKG_097,B1_1,HKG,F,Sciences & Technology,ESL
WE_HKG_098,B1_2,HKG,F,Sciences & Technology,ESL
WE_HKG_099,B1_2,HKG,M,Sciences & Technology,ESL
WE_HKG_100,B1_2,HKG,M,Sciences & Technology,ESL
WE_IDN_001,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_002,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_003,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_004,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_005,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_006,A2_0,IDN,F,Sciences & Technology,EFL
WE_IDN_007,B1_1,IDN,F,Humanities,EFL
WE_IDN_008,A2_0,IDN,F,Sciences & Technology,EFL
WE_IDN_009,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_010,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_011,B1_1,IDN,M,Humanities,EFL
WE_IDN_012,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_013,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_014,B1_1,IDN,M,Humanities,EFL
WE_IDN_015,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_016,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_017,A2_0,IDN,F,Humanities,EFL
WE_IDN_018,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_019,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_020,B1_2,IDN,F,Social Sciences,EFL
WE_IDN_021,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_022,A2_0,IDN,F,Humanities,EFL
WE_IDN_023,A2_0,IDN,F,Humanities,EFL
WE_IDN_024,B1_2,IDN,F,Humanities,EFL
WE_IDN_025,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_026,B1_1,IDN,F,Humanities,EFL
WE_IDN_027,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_028,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_029,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_030,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_031,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_032,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_033,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_034,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_035,B1_2,IDN,F,Humanities,EFL
WE_IDN_036,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_037,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_038,B1_1,IDN,M,Social Sciences,EFL
WE_IDN_039,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_040,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_041,B1_1,IDN,F,Humanities,EFL
WE_IDN_042,B1_2,IDN,F,Humanities,EFL
WE_IDN_043,B1_1,IDN,F,Humanities,EFL
WE_IDN_044,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_045,A2_0,IDN,F,Social Sciences,EFL
WE_IDN_046,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_047,B1_1,IDN,M,Social Sciences,EFL
WE_IDN_048,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_049,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_050,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_051,B1_1,IDN,F,Humanities,EFL
WE_IDN_052,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_053,B1_1,IDN,F,Humanities,EFL
WE_IDN_054,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_055,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_056,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_057,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_058,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_059,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_060,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_061,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_062,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_063,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_064,B1_2,IDN,F,Humanities,EFL
WE_IDN_065,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_066,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_067,B1_1,IDN,F,Humanities,EFL
WE_IDN_068,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_069,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_070,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_071,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_072,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_073,B1_2,IDN,F,Humanities,EFL
WE_IDN_074,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_075,A2_0,IDN,F,Humanities,EFL
WE_IDN_076,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_077,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_078,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_079,B1_1,IDN,M,Humanities,EFL
WE_IDN_080,A2_0,IDN,M,Humanities,EFL
WE_IDN_081,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_082,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_083,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_084,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_085,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_086,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_087,B1_1,IDN,M,Humanities,EFL
WE_IDN_088,B1_1,IDN,F,Humanities,EFL
WE_IDN_089,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_090,B1_2,IDN,F,Humanities,EFL
WE_IDN_091,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_092,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_093,B1_1,IDN,F,Humanities,EFL
WE_IDN_094,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_095,A2_0,IDN,F,Sciences & Technology,EFL
WE_IDN_096,B1_1,IDN,F,Humanities,EFL
WE_IDN_097,A2_0,IDN,M,Social Sciences,EFL
WE_IDN_098,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_099,B1_2,IDN,F,Social Sciences,EFL
WE_IDN_100,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_101,B1_2,IDN,M,Humanities,EFL
WE_IDN_102,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_103,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_104,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_105,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_106,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_107,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_108,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_109,B1_1,IDN,M,Social Sciences,EFL
WE_IDN_110,A2_0,IDN,F,Sciences & Technology,EFL
WE_IDN_111,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_112,B1_1,IDN,F,Humanities,EFL
WE_IDN_113,B1_2,IDN,F,Humanities,EFL
WE_IDN_114,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_115,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_116,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_117,B1_2,IDN,F,Social Sciences,EFL
WE_IDN_118,B1_1,IDN,F,Humanities,EFL
WE_IDN_119,A2_0,IDN,M,Humanities,EFL
WE_IDN_120,B1_1,IDN,M,Humanities,EFL
WE_IDN_121,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_122,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_123,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_124,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_125,B1_1,IDN,M,Humanities,EFL
WE_IDN_126,A2_0,IDN,F,Humanities,EFL
WE_IDN_127,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_128,A2_0,IDN,F,Sciences & Technology,EFL
WE_IDN_129,B1_1,IDN,M,Humanities,EFL
WE_IDN_130,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_131,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_132,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_133,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_134,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_135,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_136,B1_2,IDN,F,Humanities,EFL
WE_IDN_137,A2_0,IDN,F,Social Sciences,EFL
WE_IDN_138,B1_1,IDN,M,Humanities,EFL
WE_IDN_139,B1_1,IDN,F,Humanities,EFL
WE_IDN_140,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_141,B1_1,IDN,F,Humanities,EFL
WE_IDN_142,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_143,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_144,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_145,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_146,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_147,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_148,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_149,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_150,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_151,A2_0,IDN,F,Humanities,EFL
WE_IDN_152,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_153,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_154,A2_0,IDN,M,Social Sciences,EFL
WE_IDN_155,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_156,B1_1,IDN,M,Social Sciences,EFL
WE_IDN_157,B1_1,IDN,F,Humanities,EFL
WE_IDN_158,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_159,B1_2,IDN,F,Social Sciences,EFL
WE_IDN_160,B1_2,IDN,F,Humanities,EFL
WE_IDN_161,B2_0,IDN,F,Humanities,EFL
WE_IDN_162,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_163,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_164,B1_2,IDN,F,Social Sciences,EFL
WE_IDN_165,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_166,B1_1,IDN,F,Humanities,EFL
WE_IDN_167,A2_0,IDN,F,Sciences & Technology,EFL
WE_IDN_168,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_169,B1_2,IDN,F,Humanities,EFL
WE_IDN_170,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_171,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_172,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_173,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_174,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_175,B1_1,IDN,M,Sciences & Technology,EFL
WE_IDN_176,B1_1,IDN,F,Humanities,EFL
WE_IDN_177,B2_0,IDN,M,Social Sciences,EFL
WE_IDN_178,B2_0,IDN,F,Humanities,EFL
WE_IDN_179,A2_0,IDN,M,Social Sciences,EFL
WE_IDN_180,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_181,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_182,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_183,B1_1,IDN,M,Social Sciences,EFL
WE_IDN_184,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_185,B1_1,IDN,F,Sciences & Technology,EFL
WE_IDN_186,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_187,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_188,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_189,B1_2,IDN,F,Sciences & Technology,EFL
WE_IDN_190,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_191,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_192,B1_2,IDN,M,Social Sciences,EFL
WE_IDN_193,A2_0,IDN,M,Sciences & Technology,EFL
WE_IDN_194,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_195,B1_1,IDN,F,Social Sciences,EFL
WE_IDN_196,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_197,B1_2,IDN,F,Social Sciences,EFL
WE_IDN_198,B1_2,IDN,M,Sciences & Technology,EFL
WE_IDN_199,A2_0,IDN,F,Sciences & Technology,EFL
WE_IDN_200,B1_1,IDN,M,Sciences & Technology,EFL
WE_JPN_001,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_002,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_003,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_004,B2_0,JPN,F,Social Sciences,EFL
WE_JPN_005,B2_0,JPN,F,Life Sciences,EFL
WE_JPN_006,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_007,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_008,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_009,B2_0,JPN,M,Humanities,EFL
WE_JPN_010,B1_2,JPN,F,Humanities,EFL
WE_JPN_011,B2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_012,B2_0,JPN,M,Social Sciences,EFL
WE_JPN_013,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_014,B1_1,JPN,F,Humanities,EFL
WE_JPN_015,B1_2,JPN,F,Humanities,EFL
WE_JPN_016,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_017,B2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_018,B1_1,JPN,F,Humanities,EFL
WE_JPN_019,B1_2,JPN,F,Social Sciences,EFL
WE_JPN_020,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_021,B1_2,JPN,F,Humanities,EFL
WE_JPN_022,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_023,B2_0,JPN,F,Humanities,EFL
WE_JPN_024,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_025,B1_2,JPN,F,Social Sciences,EFL
WE_JPN_026,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_027,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_028,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_029,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_030,B1_1,JPN,F,Humanities,EFL
WE_JPN_031,B1_2,JPN,M,Humanities,EFL
WE_JPN_032,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_033,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_034,B2_0,JPN,M,Social Sciences,EFL
WE_JPN_035,B2_0,JPN,F,Life Sciences,EFL
WE_JPN_036,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_037,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_038,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_039,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_040,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_041,B2_0,JPN,F,Life Sciences,EFL
WE_JPN_042,B2_0,JPN,F,Humanities,EFL
WE_JPN_043,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_044,B1_1,JPN,F,Life Sciences,EFL
WE_JPN_045,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_046,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_047,B2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_048,B1_2,JPN,F,Social Sciences,EFL
WE_JPN_049,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_050,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_051,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_052,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_053,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_054,B2_0,JPN,F,Life Sciences,EFL
WE_JPN_055,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_056,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_057,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_058,B1_2,JPN,F,Humanities,EFL
WE_JPN_059,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_060,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_061,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_062,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_063,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_064,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_065,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_066,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_067,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_068,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_069,B2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_070,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_071,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_072,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_073,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_074,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_075,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_076,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_077,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_078,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_079,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_080,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_081,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_082,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_083,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_084,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_085,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_086,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_087,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_088,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_089,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_090,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_091,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_092,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_093,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_094,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_095,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_096,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_097,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_098,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_099,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_100,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_101,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_102,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_103,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_104,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_105,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_106,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_107,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_108,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_109,A2_0,JPN,F,Sciences & Technology,EFL
